R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_gamma,L_gamma,R_d_gamma,L_d_gamma,R_beta,L_beta,R_d_beta,L_d_beta,R_T_w,L_T_w,R_T_p,L_T_p,R_l,L_l
-8.619669,-8.619669,-0.318772,0.972398,-0.000883,-0.000883,0.000000,0.000000,-0.081196,-0.081196,0.003868,0.003868,-0.696341,-0.673200,-0.007122,0.014858,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619678,-8.619678,-0.318772,0.972398,-0.000726,-0.000726,0.000000,0.000000,-0.081235,-0.081235,0.007064,0.007064,-0.696380,-0.673240,-0.014914,0.018054,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619688,-8.619688,-0.318772,0.972398,-0.000587,-0.000587,0.000000,0.000000,-0.081235,-0.081235,-0.007850,-0.007850,-0.696380,-0.673239,-0.018840,0.003140,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619694,-8.619694,-0.318772,0.972398,-0.000518,-0.000518,0.000000,0.000000,-0.081219,-0.081219,-0.013176,-0.013176,-0.696364,-0.673224,-0.013176,-0.002186,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619703,-8.619703,-0.318772,0.972398,-0.000681,-0.000681,0.000000,0.000000,-0.081257,-0.081257,-0.016372,-0.016372,-0.696402,-0.673262,-0.027362,-0.005382,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619713,-8.619713,-0.318772,0.972398,-0.000720,-0.000720,0.000000,0.000000,-0.081275,-0.081275,-0.020633,-0.020633,-0.696420,-0.673279,-0.031623,-0.009643,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619722,-8.619722,-0.318772,0.972398,-0.000671,-0.000671,0.000000,0.000000,-0.081276,-0.081276,-0.003589,-0.003589,-0.696421,-0.673280,-0.025567,0.007401,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619732,-8.619732,-0.318772,0.972398,-0.000609,-0.000609,0.000000,0.000000,-0.081267,-0.081267,0.000672,0.000672,-0.696412,-0.673271,-0.010318,0.011662,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619740,-8.619740,-0.318772,0.972398,-0.000476,-0.000476,0.000000,0.000000,-0.081294,-0.081294,-0.013176,-0.013176,-0.696439,-0.673298,-0.013176,-0.002186,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619750,-8.619750,-0.318772,0.972398,-0.000486,-0.000486,0.000000,0.000000,-0.081295,-0.081295,0.003868,0.003868,-0.696440,-0.673299,-0.007122,0.014858,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619760,-8.619760,-0.318772,0.972398,-0.000742,-0.000742,0.000000,0.000000,-0.081324,-0.081324,-0.018503,-0.018503,-0.696469,-0.673328,-0.029493,-0.007512,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619769,-8.619769,-0.318772,0.972398,-0.000563,-0.000563,0.000000,0.000000,-0.081306,-0.081306,-0.002524,-0.002524,-0.696451,-0.673310,-0.013514,0.008467,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619779,-8.619779,-0.318772,0.972398,-0.000609,-0.000609,0.000000,0.000000,-0.081340,-0.081340,0.005999,0.005999,-0.696485,-0.673344,-0.004992,0.016989,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619786,-8.619786,-0.318772,0.972398,-0.000464,-0.000464,0.000000,0.000000,-0.081337,-0.081337,-0.002524,-0.002524,-0.696482,-0.673341,-0.013514,0.008467,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619790,-8.619790,-0.318772,0.972398,-0.000426,-0.000426,0.000000,0.000000,-0.081351,-0.081351,-0.003589,-0.003589,-0.696496,-0.673355,-0.003589,0.007401,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000451,-0.000451,0.000000,0.000000,-0.081294,-0.081294,0.008129,0.008129,-0.696439,-0.673298,0.008129,0.019119,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000338,-0.000338,0.000000,0.000000,-0.081331,-0.081331,-0.012111,-0.012111,-0.696475,-0.673335,-0.023101,-0.001121,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000240,-0.000240,0.000000,0.000000,-0.081361,-0.081361,-0.013176,-0.013176,-0.696506,-0.673365,-0.024166,-0.002186,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000202,-0.000202,0.000000,0.000000,-0.081341,-0.081341,-0.024894,-0.024894,-0.696486,-0.673345,-0.035884,-0.013904,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000182,-0.000182,0.000000,0.000000,-0.081309,-0.081309,0.008129,0.008129,-0.696453,-0.673313,-0.002861,0.019119,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000290,-0.000290,0.000000,0.000000,-0.081345,-0.081345,-0.008915,-0.008915,-0.696490,-0.673349,-0.019905,0.002075,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000367,-0.000367,0.000000,0.000000,-0.081357,-0.081357,0.004933,0.004933,-0.696502,-0.673361,-0.006057,0.015923,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000376,-0.000376,0.000000,0.000000,-0.081346,-0.081346,0.002803,0.002803,-0.696491,-0.673350,-0.008187,0.013793,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000398,-0.000398,0.000000,0.000000,-0.081368,-0.081368,-0.007850,-0.007850,-0.696513,-0.673372,-0.029828,0.003140,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000248,-0.000248,0.000000,0.000000,-0.081380,-0.081380,-0.002524,-0.002524,-0.696524,-0.673384,-0.024502,0.008467,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000259,-0.000259,0.000000,0.000000,-0.081405,-0.081405,-0.008915,-0.008915,-0.696550,-0.673409,-0.019905,0.002075,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000320,-0.000320,0.000000,0.000000,-0.081407,-0.081407,0.005999,0.005999,-0.696552,-0.673411,-0.004992,0.016989,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619795,-8.619795,-0.318772,0.972398,-0.000377,-0.000377,0.000000,0.000000,-0.081441,-0.081441,-0.014242,-0.014242,-0.696586,-0.673445,-0.014242,-0.003251,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619799,-8.619799,-0.318772,0.972398,-0.000531,-0.000531,0.000000,0.000000,-0.081479,-0.081479,-0.003589,-0.003589,-0.696624,-0.673483,-0.014579,0.007401,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619808,-8.619808,-0.318772,0.972398,-0.000504,-0.000504,0.000000,0.000000,-0.081488,-0.081488,-0.011046,-0.011046,-0.696633,-0.673492,-0.022036,-0.000056,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619818,-8.619818,-0.318772,0.972398,-0.000516,-0.000516,0.000000,0.000000,-0.081483,-0.081483,-0.003589,-0.003589,-0.696628,-0.673487,-0.014579,0.007401,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619827,-8.619827,-0.318772,0.972398,-0.000632,-0.000632,0.000000,0.000000,-0.081429,-0.081429,-0.001458,-0.001458,-0.696574,-0.673433,-0.001458,0.009532,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619837,-8.619837,-0.318772,0.972398,-0.000664,-0.000664,0.000000,0.000000,-0.081471,-0.081471,-0.000393,-0.000393,-0.696616,-0.673475,-0.011383,0.010597,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619846,-8.619846,-0.318772,0.972398,-0.000602,-0.000602,0.000000,0.000000,-0.081431,-0.081431,-0.004654,-0.004654,-0.696576,-0.673436,-0.026632,0.006336,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619856,-8.619856,-0.318772,0.972398,-0.000614,-0.000614,0.000000,0.000000,-0.081435,-0.081435,0.000672,0.000672,-0.696580,-0.673440,-0.010318,0.011662,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619865,-8.619865,-0.318772,0.972398,-0.000867,-0.000867,0.000000,0.000000,-0.081421,-0.081421,0.001737,0.001737,-0.696565,-0.673425,-0.009253,0.012728,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619875,-8.619875,-0.318772,0.972398,-0.000961,-0.000961,0.000000,0.000000,-0.081405,-0.081405,-0.004654,-0.004654,-0.696550,-0.673410,-0.026632,0.006336,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619884,-8.619884,-0.318772,0.972398,-0.001009,-0.001009,0.000000,0.000000,-0.081405,-0.081405,-0.001458,-0.001458,-0.696550,-0.673409,-0.012448,0.009532,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619894,-8.619894,-0.318772,0.972398,-0.001160,-0.001160,0.000000,0.000000,-0.081419,-0.081419,0.002803,0.002803,-0.696564,-0.673423,0.002803,0.013793,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619904,-8.619904,-0.318772,0.972398,-0.001003,-0.001003,0.000000,0.000000,-0.081408,-0.081408,0.010260,0.010260,-0.696553,-0.673412,-0.000730,0.021250,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619913,-8.619913,-0.318772,0.972398,-0.001186,-0.001186,0.000000,0.000000,-0.081413,-0.081413,-0.000393,-0.000393,-0.696557,-0.673417,-0.011383,0.010597,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619923,-8.619923,-0.318772,0.972398,-0.001316,-0.001316,0.000000,0.000000,-0.081486,-0.081486,-0.017437,-0.017437,-0.696631,-0.673490,-0.017437,-0.006447,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619932,-8.619932,-0.318772,0.972398,-0.001227,-0.001227,0.000000,0.000000,-0.081464,-0.081464,-0.000393,-0.000393,-0.696608,-0.673468,-0.011383,0.010597,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619942,-8.619942,-0.318772,0.972398,-0.001309,-0.001309,0.000000,0.000000,-0.081453,-0.081453,-0.020633,-0.020633,-0.696597,-0.673457,-0.031623,-0.009643,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619951,-8.619951,-0.318772,0.972398,-0.001323,-0.001323,0.000000,0.000000,-0.081426,-0.081426,0.011325,0.011325,-0.696571,-0.673431,-0.010653,0.022315,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619961,-8.619961,-0.318772,0.972398,-0.001239,-0.001239,0.000000,0.000000,-0.081438,-0.081438,0.002803,0.002803,-0.696583,-0.673442,0.002803,0.013793,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619970,-8.619970,-0.318772,0.972398,-0.001067,-0.001067,0.000000,0.000000,-0.081437,-0.081437,0.013455,0.013455,-0.696582,-0.673441,0.002465,0.024445,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619980,-8.619980,-0.318772,0.972398,-0.000964,-0.000964,0.000000,0.000000,-0.081420,-0.081420,-0.012111,-0.012111,-0.696565,-0.673424,-0.034089,-0.001121,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619989,-8.619989,-0.318772,0.972398,-0.001053,-0.001053,0.000000,0.000000,-0.081420,-0.081420,0.002803,0.002803,-0.696565,-0.673424,-0.008187,0.013793,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.619999,-8.619999,-0.318772,0.972398,-0.001108,-0.001108,0.000000,0.000000,-0.081464,-0.081464,-0.002524,-0.002524,-0.696608,-0.673468,-0.013514,0.008467,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620008,-8.620008,-0.318772,0.972398,-0.000998,-0.000998,0.000000,0.000000,-0.081471,-0.081471,-0.004654,-0.004654,-0.696616,-0.673475,-0.015644,0.006336,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620018,-8.620018,-0.318772,0.972398,-0.001086,-0.001086,0.000000,0.000000,-0.081461,-0.081461,-0.007850,-0.007850,-0.696606,-0.673465,-0.018840,0.003140,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620028,-8.620028,-0.318772,0.972398,-0.001166,-0.001166,0.000000,0.000000,-0.081486,-0.081486,-0.001458,-0.001458,-0.696631,-0.673490,-0.012448,0.009532,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620037,-8.620037,-0.318772,0.972398,-0.001105,-0.001105,0.000000,0.000000,-0.081508,-0.081508,-0.016372,-0.016372,-0.696653,-0.673512,-0.016372,-0.005382,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620047,-8.620047,-0.318772,0.972398,-0.001221,-0.001221,0.000000,0.000000,-0.081482,-0.081482,0.003868,0.003868,-0.696627,-0.673487,-0.007122,0.014858,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620056,-8.620056,-0.318772,0.972398,-0.001219,-0.001219,0.000000,0.000000,-0.081474,-0.081474,0.018782,0.018782,-0.696619,-0.673478,0.007792,0.029772,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620066,-8.620066,-0.318772,0.972398,-0.001184,-0.001184,0.000000,0.000000,-0.081472,-0.081472,-0.003589,-0.003589,-0.696617,-0.673476,-0.014579,0.007401,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620075,-8.620075,-0.318772,0.972398,-0.001010,-0.001010,0.000000,0.000000,-0.081435,-0.081435,-0.004654,-0.004654,-0.696579,-0.673439,-0.015644,0.006336,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620085,-8.620085,-0.318772,0.972398,-0.000906,-0.000906,0.000000,0.000000,-0.081403,-0.081403,0.007064,0.007064,-0.696548,-0.673407,-0.003926,0.018054,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620094,-8.620094,-0.318772,0.972398,-0.001142,-0.001142,0.000000,0.000000,-0.081428,-0.081428,0.004933,0.004933,-0.696573,-0.673432,-0.006057,0.015923,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620104,-8.620104,-0.318772,0.972398,-0.001134,-0.001134,0.000000,0.000000,-0.081427,-0.081427,0.028369,0.028369,-0.696572,-0.673431,0.017379,0.039359,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620113,-8.620113,-0.318772,0.972398,-0.001253,-0.001253,0.000000,0.000000,-0.081460,-0.081460,-0.006785,-0.006785,-0.696604,-0.673464,-0.017775,0.004205,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620123,-8.620123,-0.318772,0.972398,-0.001312,-0.001312,0.000000,0.000000,-0.081515,-0.081515,-0.014242,-0.014242,-0.696660,-0.673519,-0.025232,-0.003251,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620132,-8.620132,-0.318772,0.972398,-0.001387,-0.001387,0.000000,0.000000,-0.081519,-0.081519,0.003868,0.003868,-0.696664,-0.673524,-0.007122,0.014858,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620142,-8.620142,-0.318772,0.972398,-0.001329,-0.001329,0.000000,0.000000,-0.081520,-0.081520,0.000672,0.000672,-0.696664,-0.673524,-0.010318,0.011662,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620152,-8.620152,-0.318772,0.972398,-0.001317,-0.001317,0.000000,0.000000,-0.081539,-0.081539,-0.000393,-0.000393,-0.696684,-0.673543,-0.011383,0.010597,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620161,-8.620161,-0.318772,0.972398,-0.001255,-0.001255,0.000000,0.000000,-0.081545,-0.081545,-0.014242,-0.014242,-0.696689,-0.673549,-0.025232,-0.003251,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620171,-8.620171,-0.318772,0.972398,-0.001226,-0.001226,0.000000,0.000000,-0.081557,-0.081557,-0.011046,-0.011046,-0.696702,-0.673561,-0.011046,-0.000056,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620180,-8.620180,-0.318772,0.972398,-0.001055,-0.001055,0.000000,0.000000,-0.081512,-0.081512,-0.002524,-0.002524,-0.696657,-0.673516,-0.013514,0.008467,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620190,-8.620190,-0.318772,0.972398,-0.000831,-0.000831,0.000000,0.000000,-0.081503,-0.081503,0.003868,0.003868,-0.696648,-0.673507,0.003868,0.014858,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620199,-8.620199,-0.318772,0.972398,-0.000482,-0.000482,0.000000,0.000000,-0.081463,-0.081463,0.012390,0.012390,-0.696607,-0.673467,0.001400,0.023380,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620206,-8.620206,-0.318772,0.972398,-0.000529,-0.000529,0.000000,0.000000,-0.081487,-0.081487,0.003868,0.003868,-0.696632,-0.673491,-0.007122,0.014858,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620215,-8.620215,-0.318772,0.972398,-0.000586,-0.000586,0.000000,0.000000,-0.081489,-0.081489,0.001737,0.001737,-0.696634,-0.673494,-0.031229,0.012728,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620225,-8.620225,-0.318772,0.972398,-0.000478,-0.000478,0.000000,0.000000,-0.081472,-0.081472,0.009194,0.009194,-0.696617,-0.673476,0.009194,0.020184,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620225,-8.620225,-0.318772,0.972398,-0.000244,-0.000244,0.000000,0.000000,-0.081433,-0.081433,-0.008915,-0.008915,-0.696578,-0.673437,0.002075,0.002075,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620225,-8.620225,-0.318772,0.972398,-0.000002,-0.000002,0.000000,0.000000,-0.081465,-0.081465,-0.018503,-0.018503,-0.696609,-0.673469,-0.029493,-0.007512,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620225,-8.620225,-0.318772,0.972398,-0.000005,-0.000005,0.000000,0.000000,-0.081465,-0.081465,-0.001458,-0.001458,-0.696610,-0.673470,-0.012448,0.009532,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
-8.620225,-8.620225,-0.318772,0.972398,0.000078,0.000078,0.000000,0.000000,-0.081438,-0.081438,0.000672,0.000672,-0.696583,-0.673442,-0.010318,0.011662,-1.676209,-1.670487,-0.237016,0.306683,0.177018,0.171762
